"Annual Per Capita Poverty Threshold, Poverty Incidence and Magnitude of Poor Population by Region/Province, Item and Year"

"Region/Province";"Poverty Incidence among Population Estimate (%) 2006";"Poverty Incidence among Population Estimate (%) 2009";"Poverty Incidence among Population Estimate (%) 2012"
"NCR d/";4.66;3.62;3.91
